DATE,DCOILWTICO_PC1
2014-06-09,9.67439
2014-06-10,9.96859
2014-06-11,9.43947
2014-06-12,10.90420
2014-06-13,9.87427
2014-06-16,9.87124
2014-06-17,8.62279
2014-06-18,8.55049
2014-06-19,12.84645
2014-06-20,15.07302
2014-06-23,12.36983
2014-06-24,11.95801
2014-06-25,12.11899
2014-06-26,9.78351
2014-06-27,10.48153
2014-06-30,8.30100
2014-07-01,6.43251
2014-07-02,3.19859
2014-07-03,.
2014-07-04,.
2014-07-07,1.12589
2014-07-08,0.57993
2014-07-09,-3.27037
2014-07-10,-1.10719
2014-07-11,-4.12848
2014-07-14,-4.20904
2014-07-15,-5.02456
2014-07-16,-4.23912
2014-07-17,-3.79841
2014-07-18,-3.86111
2014-07-21,-1.19126
2014-07-22,-2.37095
2014-07-23,-1.51788
2014-07-24,-2.56945
2014-07-25,0.44864
2014-07-28,1.02285
2014-07-29,1.71611
2014-07-30,-0.77069
2014-07-31,-8.98731
2014-08-01,-8.49074
2014-08-04,-7.83229
2014-08-05,-7.57691
2014-08-06,-7.16406
2014-08-07,-5.90623
2014-08-08,-7.94983
2014-08-11,-7.62784
2014-08-12,-8.82188
2014-08-13,-8.71924
2014-08-14,-11.06767
2014-08-15,-9.55568
2014-08-18,-9.98693
2014-08-19,-10.05720
2014-08-20,-7.24526
2014-08-21,-10.44506
2014-08-22,-12.08678
2014-08-25,-9.90744
2014-08-26,-12.21703
2014-08-27,-13.02532
2014-08-28,-11.12340
2014-08-29,-9.37211
2014-09-01,.
2014-09-02,-14.49342
2014-09-03,-10.98891
2014-09-04,-12.89401
2014-09-05,-15.63912
2014-09-08,-15.48987
2014-09-09,-13.72348
2014-09-10,-14.80725
2014-09-11,-14.56034
2014-09-12,-14.89244
2014-09-15,-12.84025
2014-09-16,-9.91838
2014-09-17,-12.84302
2014-09-18,-12.41295
2014-09-19,-11.71920
2014-09-22,-11.73519
2014-09-23,-11.30595
2014-09-24,-8.84301
2014-09-25,-9.22405
2014-09-26,-7.10675
2014-09-29,-7.64947
2014-09-30,-10.69644
2014-10-01,-12.87566
2014-10-02,-11.87918
2014-10-03,-13.55100
2014-10-06,-12.36053
2014-10-07,-14.14912
2014-10-08,-14.11001
2014-10-09,-16.80248
2014-10-10,-15.95380
2014-10-13,-16.32832
2014-10-14,-19.20910
2014-10-15,-20.05081
2014-10-16,-18.25854
2014-10-17,-17.91415
2014-10-20,-16.63981
2014-10-21,-14.72908
2014-10-22,-16.90402
2014-10-23,-14.31971
2014-10-24,-16.56057
2014-10-27,-17.70306
2014-10-28,-17.22454
2014-10-29,-15.03977
2014-10-30,-15.81680
2014-10-31,-14.83714
2014-11-03,-16.71601
2014-11-04,-17.39829
2014-11-05,-16.91999
2014-11-06,-17.37931
2014-11-07,-16.76184
2014-11-10,-18.60612
2014-11-11,-16.39820
2014-11-12,-17.83623
2014-11-13,-20.93643
2014-11-14,-19.07249
2014-11-17,-18.69289
2014-11-18,-20.13926
2014-11-19,-20.13070
2014-11-20,-20.68170
2014-11-21,-19.05215
2014-11-24,-19.30535
2014-11-25,-20.73654
2014-11-26,-19.93482
2014-11-27,.
2014-11-28,-28.75203
2014-12-01,-26.31129
2014-12-02,-30.09496
2014-12-03,-30.59709
2014-12-04,-31.30533
2014-12-05,-32.40665
2014-12-08,-34.98455
2014-12-09,-35.17087
2014-12-10,-37.28535
2014-12-11,-38.26767
2014-12-12,-39.95014
2014-12-15,-42.41614
2014-12-16,-42.29302
2014-12-17,-42.17645
2014-12-18,-44.93902
2014-12-19,-42.57895
2014-12-22,-43.97688
2014-12-23,-42.57105
2014-12-24,.
2014-12-25,.
2014-12-26,-45.37723
2014-12-29,-45.94540
2014-12-30,-44.85077
2014-12-31,.
2015-01-01,.
2015-01-02,-43.71130
2015-01-05,-46.25215
2015-01-06,-48.58000
2015-01-07,-47.01850
2015-01-08,-46.58494
2015-01-09,-47.66750
2015-01-12,-49.63368
2015-01-13,-50.16820
2015-01-14,-48.29388
2015-01-15,-50.42762
2015-01-16,-48.39293
2015-01-19,.
2015-01-20,-50.49201
2015-01-21,-50.33731
2015-01-22,-52.76149
2015-01-23,-53.17608
2015-01-26,-53.24567
2015-01-27,-52.97979
2015-01-28,-54.71543
2015-01-29,-55.09415
2015-01-30,-51.00974
2015-02-02,-48.93198
2015-02-03,-45.45455
2015-02-04,-50.25667
2015-02-05,-48.40556
2015-02-06,-48.32967
2015-02-09,-47.07351
2015-02-10,-49.91997
2015-02-11,-51.38474
2015-02-12,-48.96779
2015-02-13,-47.50274
2015-02-16,.
2015-02-17,-47.76673
2015-02-18,-49.61338
2015-02-19,-50.46512
2015-02-20,-51.28255
2015-02-23,-51.96278
2015-02-24,-52.56360
2015-02-25,-51.18041
2015-02-26,-53.59369
2015-02-27,-51.55521
2015-03-02,-52.92387
2015-03-03,-51.34118
2015-03-04,-49.35627
2015-03-05,-50.14732
2015-03-06,-51.75063
2015-03-09,-50.73479
2015-03-10,-51.72001
2015-03-11,-51.10388
2015-03-12,-52.19641
2015-03-13,-54.77174
2015-03-16,-55.36930
2015-03-17,-56.64468
2015-03-18,-55.68464
2015-03-19,-55.83868
2015-03-20,-53.98620
2015-03-23,-52.62369
2015-03-24,-52.80955
2015-03-25,-51.54557
2015-03-26,-49.22469
2015-03-27,-52.00039
2015-03-30,-52.09215
2015-03-31,-52.13161
2015-04-01,-49.67871
2015-04-02,-51.01207
2015-04-03,.
2015-04-06,-48.14299
2015-04-07,-47.40177
2015-04-08,-51.28923
2015-04-09,-50.86582
2015-04-10,-50.20255
2015-04-13,-50.07208
2015-04-14,-48.60174
2015-04-15,-45.76222
2015-04-16,-45.66280
2015-04-17,.
2015-04-20,-45.97988
2015-04-21,-45.34369
2015-04-22,-44.64374
2015-04-23,-44.62818
2015-04-24,-44.49182
2015-04-27,-45.06081
2015-04-28,-43.82631
2015-04-29,-41.49096
2015-04-30,-40.19460
2015-05-01,-40.95314
2015-05-04,-40.92641
2015-05-05,-39.50506
2015-05-06,-39.70908
2015-05-07,-41.31516
2015-05-08,-40.77951
2015-05-11,-41.29250
2015-05-12,-40.47642
2015-05-13,-41.05038
2015-05-14,-41.13426
2015-05-15,-41.61861
2015-05-18,-42.26323
2015-05-19,-44.26070
2015-05-20,-43.47618
2015-05-21,-42.15130
2015-05-22,-43.92915
2015-05-25,.
2015-05-26,-45.32354
2015-05-27,-44.36490
2015-05-28,-44.66718
2015-05-29,-41.73114
2015-06-01,-41.55428
2015-06-02,-40.68125
2015-06-03,-42.21942
2015-06-04,-43.78211
2015-06-05,-42.78939
2015-06-08,-44.66648
2015-06-09,-42.72520
2015-06-10,-41.58416
2015-06-11,-43.33955
2015-06-12,-44.21807
2015-06-15,-44.63356
2015-06-16,-43.88967
2015-06-17,-43.83908
2015-06-18,-43.58424
2015-06-19,-44.77073
2015-06-22,-43.82664
2015-06-23,-42.75131
2015-06-24,-43.93685
2015-06-25,-44.04169
2015-06-26,-44.19500
2015-06-29,-44.99859
2015-06-30,-43.91854
2015-07-01,-45.86423
2015-07-02,-45.65674
2015-07-03,.
2015-07-06,-49.63048
2015-07-07,-49.71170
2015-07-08,-49.85913
2015-07-09,-49.07827
2015-07-10,-48.02917
2015-07-13,-48.69753
2015-07-14,-47.24543
2015-07-15,-49.54849
2015-07-16,-50.98228
2015-07-17,-50.99682
2015-07-20,-52.43023
2015-07-21,-51.63017
2015-07-22,-52.53829
2015-07-23,-53.18217
2015-07-24,-54.40464
2015-07-27,-55.36525
2015-07-28,-54.27509
2015-07-29,-53.23617
2015-07-30,-50.59554
2015-07-31,-51.85980
2015-08-03,-53.94871
2015-08-04,-52.99979
2015-08-05,-53.44063
2015-08-06,-54.08876
2015-08-07,-55.05583
2015-08-10,-54.18493
2015-08-11,-55.72104
2015-08-12,-55.70360
2015-08-13,-55.75675
2015-08-14,-56.37205
2015-08-17,-56.52219
2015-08-18,-54.87016
2015-08-19,-57.72822
2015-08-20,-56.36905
2015-08-21,-56.78880
2015-08-24,-59.93291
2015-08-25,-59.12508
2015-08-26,-59.82050
2015-08-27,-55.96226
2015-08-28,-53.71960
2015-08-31,.
2015-09-01,-51.16229
2015-09-02,-51.51832
2015-09-03,-50.53433
2015-09-04,-50.68581
2015-09-07,.
2015-09-08,-50.47989
2015-09-09,-51.88093
2015-09-10,-50.64054
2015-09-11,-51.45368
2015-09-14,-52.54146
2015-09-15,-53.02919
2015-09-16,-50.04770
2015-09-17,-49.57559
2015-09-18,-51.62826
2015-09-21,-48.97223
2015-09-22,-49.56854
2015-09-23,-52.42521
2015-09-24,-51.98205
2015-09-25,-52.32862
2015-09-28,-53.03078
2015-09-29,-50.37841
2015-09-30,-50.34164
2015-10-01,-50.83498
2015-10-02,-49.26471
2015-10-05,-48.76564
2015-10-06,-45.40443
2015-10-07,-45.17127
2015-10-08,-42.32743
2015-10-09,-42.15675
2015-10-12,-45.07174
2015-10-13,-42.85365
2015-10-14,-43.00904
2015-10-15,-43.66574
2015-10-16,-42.87440
2015-10-19,-44.52634
2015-10-20,-44.93694
2015-10-21,-43.84004
2015-10-22,-45.77950
2015-10-23,-45.97022
2015-10-26,-46.84962
2015-10-27,-46.89036
2015-10-28,-44.15805
2015-10-29,-43.22724
2015-10-30,-42.13337
2015-11-02,-41.44979
2015-11-03,-37.93908
2015-11-04,-41.15106
2015-11-05,-41.86465
2015-11-06,-43.69203
2015-11-09,-43.34237
2015-11-10,-43.18561
2015-11-11,-44.33644
2015-11-12,-43.69351
2015-11-13,-46.39705
2015-11-16,-44.89688
2015-11-17,-45.36553
2015-11-18,-45.33870
2015-11-19,-46.38371
2015-11-20,-48.52326
2015-11-23,-48.15157
2015-11-24,-44.77310
2015-11-25,-44.07056
2015-11-26,.
2015-11-27,-38.47437
2015-11-30,-41.38881
2015-12-01,-39.42379
2015-12-02,-40.66865
2015-12-03,-38.43848
2015-12-04,-39.29276
2015-12-07,-40.37700
2015-12-08,-41.23000
2015-12-09,-39.07198
2015-12-10,-38.74354
2015-12-11,-38.33247
2015-12-14,-35.11437
2015-12-15,-33.32142
2015-12-16,-37.00159
2015-12-17,-35.43743
2015-12-18,-38.99139
2015-12-21,-37.46606
2015-12-22,-36.38605
2015-12-23,-34.00359
2015-12-24,.
2015-12-25,.
2015-12-28,-31.98653
2015-12-29,-30.03325
2015-12-30,-31.54350
2015-12-31,.
2016-01-01,.
2016-01-04,-26.45355
2016-01-05,-25.03126
2016-01-06,-30.23208
2016-01-07,-31.78279
2016-01-08,-31.33402
2016-01-11,-31.78463
2016-01-12,-33.75436
2016-01-13,-37.26542
2016-01-14,-32.67199
2016-01-15,-39.26583
2016-01-18,.
2016-01-19,-39.15367
2016-01-20,-44.24242
2016-01-21,-35.66297
2016-01-22,-29.14273
2016-01-25,-32.34375
2016-01-26,-35.55846
2016-01-27,-26.67877
2016-01-28,-24.72801
2016-01-29,-29.56685
2016-02-01,-35.79695
2016-02-02,-43.62745
2016-02-03,-33.35397
2016-02-04,-37.34152
2016-02-05,-40.26326
2016-02-08,-43.93282
2016-02-09,-44.14702
2016-02-10,-43.56557
2016-02-11,-48.81767
2016-02-12,-44.32207
2016-02-15,.
2016-02-16,-45.76176
2016-02-17,-41.14713
2016-02-18,-39.80829
2016-02-19,-40.76076
2016-02-22,-36.70299
2016-02-23,-34.32343
2016-02-24,-39.60199
2016-02-25,-34.10283
2016-02-26,-36.49679
2016-02-29,-33.97862
2016-03-01,-31.80646
2016-03-02,-32.91287
2016-03-03,-31.91489
2016-03-04,-27.61540
2016-03-07,-24.12412
2016-03-08,-24.26683
2016-03-09,-21.72285
2016-03-10,-19.84295
2016-03-11,-14.19340
2016-03-14,-15.31983
2016-03-15,-16.29408
2016-03-16,-13.89200
2016-03-17,-8.74602
2016-03-18,-14.19565
2016-03-21,-15.80169
2016-03-22,-11.86477
2016-03-23,-21.47692
2016-03-24,-25.81210
2016-03-25,.
2016-03-28,-21.92766
2016-03-29,-22.65298
2016-03-30,-26.35674
2016-03-31,-24.81172
2016-04-01,.
2016-04-04,-34.13978
2016-04-05,-36.01483
2016-04-06,-25.17843
2016-04-07,-26.56035
2016-04-08,-23.02925
2016-04-11,-22.11742
2016-04-12,-20.97561
2016-04-13,-25.86667
2016-04-14,-26.88305
2016-04-15,-27.48160
2016-04-18,-29.50151
2016-04-19,-26.44836
2016-04-20,-23.94517
2016-04-21,-23.69677
2016-04-22,-23.61558
2016-04-25,-25.00000
2016-04-26,-25.46889
2016-04-27,-22.64731
2016-04-28,-22.79436
2016-04-29,-22.19966
2016-05-02,-24.04956
2016-05-03,-27.70785
2016-05-04,-28.16347
2016-05-05,-24.85167
2016-05-06,-24.96213
2016-05-09,-26.64190
2016-05-10,-26.41634
2016-05-11,-23.61983
2016-05-12,-22.12389
2016-05-13,-22.61845
2016-05-16,-19.71736
2016-05-17,-15.72426
2016-05-18,-18.38535
2016-05-19,-19.97341
2016-05-20,-19.03872
2016-05-23,.
2016-05-24,-16.14592
2016-05-25,-14.62354
2016-05-26,-15.06327
2016-05-27,-18.07469
2016-05-30,.
2016-05-31,-19.90212
2016-06-01,-17.76437
2016-06-02,-15.27586
2016-06-03,-17.62815
2016-06-06,-14.51419
2016-06-07,-16.25935
2016-06-08,-16.50913
2016-06-09,-16.82581
2016-06-10,-18.12875
2016-06-13,-17.87334
2016-06-14,-19.19680
2016-06-15,-19.98664
2016-06-16,-23.62192
2016-06-17,-19.49010
2016-06-20,-17.68039
2016-06-21,-19.81982
2016-06-22,-18.08032
2016-06-23,-17.20087
2016-06-24,-21.39370
2016-06-27,-21.49469
2016-06-28,-19.41829
2016-06-29,-12.45170
2016-06-30,-15.21166
2016-07-01,.
2016-07-04,.
2016-07-05,-10.70132
2016-07-06,-8.21546
2016-07-07,-14.29113
2016-07-08,-13.97421
2016-07-11,-14.29393
2016-07-12,-11.74364
2016-07-13,-12.70428
2016-07-14,-10.33399
2016-07-15,-9.72877
2016-07-18,-9.73858
2016-07-19,-11.76122
2016-07-20,-8.74772
2016-07-21,-8.62607
2016-07-22,-9.52480
2016-07-25,-10.11236
2016-07-26,-12.11174
2016-07-27,-14.08653
2016-07-28,-15.24830
2016-07-29,-11.82339
2016-08-01,-11.49171
2016-08-02,-13.66120
2016-08-03,-9.59450
2016-08-04,-6.19825
2016-08-05,-4.65010
2016-08-08,-4.18336
2016-08-09,-0.76548
2016-08-10,-3.40120
2016-08-11,2.93352
2016-08-12,4.75854
2016-08-15,9.03887
2016-08-16,9.37060
2016-08-17,14.87117
2016-08-18,17.56098
2016-08-19,19.85167
2016-08-22,22.44898
2016-08-23,21.43040
2016-08-24,20.23377
2016-08-25,10.59571
2016-08-26,5.18878
2016-08-29,-4.53252
2016-08-30,2.07140
2016-08-31,-3.49892
2016-09-01,-7.65775
2016-09-02,-3.54194
2016-09-05,.
2016-09-06,-2.33014
2016-09-07,3.03648
2016-09-08,3.88222
2016-09-09,2.52514
2016-09-12,5.01475
2016-09-13,0.74024
2016-09-14,-7.42784
2016-09-15,-6.56297
2016-09-16,-3.73518
2016-09-19,-7.13520
2016-09-20,-5.02491
2016-09-21,1.79654
2016-09-22,2.58122
2016-09-23,-2.61251
2016-09-26,2.70270
2016-09-27,-1.30416
2016-09-28,4.46072
2016-09-29,6.63687
2016-09-30,4.78700
2016-10-03,5.44512
2016-10-04,0.28848
2016-10-05,3.94902
2016-10-06,1.98140
2016-10-07,0.18120
2016-10-10,5.66999
2016-10-11,8.60814
2016-10-12,7.52734
2016-10-13,8.81846
2016-10-14,6.44820
2016-10-17,8.84339
2016-10-18,9.72949
2016-10-19,14.08669
2016-10-20,12.04900
2016-10-21,15.25848
2016-10-24,16.18430
2016-10-25,14.44110
2016-10-26,6.13978
2016-10-27,8.01825
2016-10-28,4.54936
2016-10-31,1.53946
2016-11-01,-2.54804
2016-11-02,-2.15889
2016-11-03,-1.34747
2016-11-04,-0.56408
2016-11-07,2.30226
2016-11-08,1.65046
2016-11-09,5.23865
2016-11-10,6.89986
2016-11-11,6.63554
2016-11-14,3.86276
2016-11-15,12.59514
2016-11-16,11.80368
2016-11-17,11.88656
2016-11-18,15.99391
2016-11-21,20.90654
2016-11-22,17.55931
2016-11-23,13.34304
2016-11-24,.
2016-11-25,15.15898
2016-11-28,12.93594
2016-11-29,11.60670
2016-11-30,23.74155
2016-12-01,24.34275
2016-12-02,29.25000
2016-12-05,37.40701
2016-12-06,36.01175
2016-12-07,34.14962
2016-12-08,38.30250
2016-12-09,44.48808
2016-12-12,45.24924
2016-12-13,41.98821
2016-12-14,43.48805
2016-12-15,45.51172
2016-12-16,49.56797
2016-12-19,50.88278
2016-12-20,44.57364
2016-12-21,39.93471
2016-12-22,38.17119
2016-12-23,.
2016-12-26,.
2016-12-27,39.44034
2016-12-28,47.60864
2016-12-29,44.89631
2016-12-30,.
2017-01-02,.
2017-01-03,45.56575
2017-01-04,56.78540
2017-01-05,61.51998
2017-01-06,62.59036
2017-01-09,65.34055
2017-01-10,67.06114
2017-01-11,71.56476
2017-01-12,69.79500
2017-01-13,77.79287
2017-01-16,.
2017-01-17,84.22901
2017-01-18,91.60420
2017-01-19,73.90863
2017-01-20,63.17431
2017-01-23,74.10096
2017-01-24,77.31889
2017-01-25,61.32426
2017-01-26,60.31316
2017-01-27,57.99168
2017-01-30,66.44529
2017-01-31,76.42140
2017-02-01,66.92474
2017-02-02,69.30130
2017-02-03,74.36811
2017-02-06,78.42477
2017-02-07,86.65951
2017-02-08,90.15977
2017-02-09,102.32913
2017-02-10,83.62892
2017-02-13,.
2017-02-14,83.16695
2017-02-15,73.10952
2017-02-16,73.57816
2017-02-17,80.50017
2017-02-20,.
2017-02-21,69.66080
2017-02-22,76.63921
2017-02-23,73.50318
2017-02-24,70.58452
2017-02-27,65.05803
2017-02-28,57.02239
2017-03-01,55.68412
2017-03-02,52.28588
2017-03-03,48.51016
2017-03-06,40.34301
2017-03-07,43.65967
2017-03-08,32.45614
2017-03-09,29.07069
2017-03-10,24.77279
2017-03-13,28.89785
2017-03-14,30.06608
2017-03-15,25.78715
2017-03-16,20.23898
2017-03-17,22.47276
2017-03-20,19.74442
2017-03-21,13.43788
2017-03-22,23.53710
2017-03-23,23.23020
2017-03-24,.
2017-03-27,23.76941
2017-03-28,31.02140
2017-03-29,34.02872
2017-03-30,36.16676
2017-03-31,42.92986
2017-04-03,46.50146
2017-04-04,47.71147
2017-04-05,35.50609
2017-04-06,38.57909
2017-04-07,31.47962
2017-04-10,31.14187
2017-04-11,26.73314
2017-04-12,27.38609
2017-04-13,28.32328
2017-04-14,.
2017-04-17,32.41067
2017-04-18,28.32681
2017-04-19,18.18820
2017-04-20,16.39648
2017-04-21,16.08980
2017-04-24,17.35061
2017-04-25,15.75729
2017-04-26,8.67741
2017-04-27,6.36541
2017-04-28,7.24228
2017-05-01,9.11732
2017-05-02,9.16380
2017-05-03,9.18437
2017-05-04,2.75209
2017-05-05,3.70121
2017-05-08,6.92750
2017-05-09,2.59624
2017-05-10,2.31552
2017-05-11,2.50858
2017-05-12,3.48334
2017-05-15,2.38894
2017-05-16,0.72479
2017-05-17,1.91189
2017-05-18,2.49169
2017-05-19,5.55905
2017-05-22,5.59019
2017-05-23,6.41132
2017-05-24,3.84929
2017-05-25,-0.87755
2017-05-26,0.44571
2017-05-29,.
2017-05-30,1.07943
2017-05-31,-1.58957
2017-06-01,-1.66870
2017-06-02,-2.07435
2017-06-05,-4.64695
2017-06-06,-4.44709
2017-06-07,-10.59926
2017-06-08,-9.58036
2017-06-09,-6.66123
2017-06-12,-5.70669
2017-06-13,-4.28954
2017-06-14,-6.53172
2017-06-15,-3.61942
2017-06-16,-6.81250
2017-06-19,-10.44534
2017-06-20,-11.46067
2017-06-21,-13.58828
2017-06-22,-13.80219
2017-06-23,-8.22270
2017-06-26,-5.58952
2017-06-27,-7.67786
2017-06-28,-10.25075
2017-06-29,-7.02300
2017-06-30,-6.11995
2017-07-03,.
2017-07-04,.
2017-07-05,-4.77095
2017-07-06,0.66342
2017-07-07,-2.46859
2017-07-10,-0.73776
2017-07-11,-3.75908
2017-07-12,1.35948
2017-07-13,0.92025
2017-07-14,1.30634
2017-07-17,1.74663
2017-07-18,3.94265
2017-07-19,4.75979
2017-07-20,6.30118
2017-07-21,5.45957
2017-07-24,8.98585
2017-07-25,13.30645
2017-07-26,15.94272
2017-07-27,19.25602
2017-07-28,19.69186
2017-07-31,25.36829
2017-08-01,24.53165
2017-08-02,21.56863
2017-08-03,16.96088
2017-08-04,18.50347
2017-08-07,14.65397
2017-08-08,14.70313
2017-08-09,18.77844
2017-08-10,11.56056
2017-08-11,9.75939
2017-08-14,4.09011
2017-08-15,2.14731
2017-08-16,-0.02136
2017-08-17,-2.34440
2017-08-18,0.22690
2017-08-21,1.26068
2017-08-22,0.23138
2017-08-23,4.66623
2017-08-24,0.57484
2017-08-25,0.02099
2017-08-28,-1.21354
2017-08-29,0.30225
2017-08-30,2.86482
2017-08-31,9.47417
2017-09-01,6.60059
2017-09-04,.
2017-09-05,8.42809
2017-09-06,8.04926
2017-09-07,3.08629
2017-09-08,3.40017
2017-09-11,3.84615
2017-09-12,7.34803
2017-09-13,13.02155
2017-09-14,13.70582
2017-09-15,15.93866
2017-09-18,15.08999
2017-09-19,12.97605
2017-09-20,10.94198
2017-09-21,9.71800
2017-09-22,13.45807
2017-09-25,13.70614
2017-09-26,15.54311
2017-09-27,10.77119
2017-09-28,8.17267
2017-09-29,8.27745
2017-10-02,3.66803
2017-10-03,3.63674
2017-10-04,0.50251
2017-10-05,0.69389
2017-10-06,-0.84405
2017-10-09,-0.36174
2017-10-10,0.41404
2017-10-11,2.31352
2017-10-12,0.27739
2017-10-13,2.14499
2017-10-16,3.78227
2017-10-17,3.12127
2017-10-18,0.89165
2017-10-19,1.94792
2017-10-20,2.01541
2017-10-23,3.44759
2017-10-24,5.80384
2017-10-25,6.60513
2017-10-26,5.43150
2017-10-27,10.67323
2017-10-30,15.54559
2017-10-31,16.50236
2017-11-01,19.85878
2017-11-02,22.14510
2017-11-03,26.23100
2017-11-06,27.76292
2017-11-07,27.20196
2017-11-08,25.70796
2017-11-09,28.10399
2017-11-10,30.79050
2017-11-13,31.13883
2017-11-14,21.39119
2017-11-15,21.33450
2017-11-16,21.53405
2017-11-17,23.02473
2017-11-20,18.38669
2017-11-21,18.24423
2017-11-22,23.88699
2017-11-23,.
2017-11-24,26.15582
2017-11-27,27.24485
2017-11-28,27.97527
2017-11-29,15.86723
2017-11-30,12.37275
2017-12-01,12.86267
2017-12-04,11.13689
2017-12-05,13.16977
2017-12-06,11.91575
2017-12-07,11.13297
2017-12-08,10.94933
2017-12-11,9.67008
2017-12-12,7.79392
2017-12-13,10.93903
2017-12-14,11.98428
2017-12-15,10.32159
2017-12-18,9.66814
2017-12-19,10.09192
2017-12-20,12.92768
2017-12-21,12.23548
2017-12-22,11.99769
2017-12-25,.
2017-12-26,12.74139
2017-12-27,10.47954
2017-12-28,11.22677
2017-12-29,12.48372
2018-01-01,.
2018-01-02,15.29794
2018-01-03,15.67781
2018-01-04,15.26874
2018-01-05,13.91256
2018-01-08,18.82579
2018-01-09,23.80952
2018-01-10,21.86243
2018-01-11,20.37351
2018-01-12,22.65088
2018-01-15,.
2018-01-16,21.67779
2018-01-17,25.03912
2018-01-18,24.46001
2018-01-19,21.11599
2018-01-22,20.63673
2018-01-23,23.04315
2018-01-24,25.98773
2018-01-25,23.25319
2018-01-26,24.61452
2018-01-29,24.85275
2018-01-30,22.54028
2018-01-31,20.25974
2018-02-01,23.09991
2018-02-02,21.72459
2018-02-05,21.07150
2018-02-06,21.63250
2018-02-07,18.21654
2018-02-08,15.68220
2018-02-09,9.95542
2018-02-12,12.17900
2018-02-13,11.50160
2018-02-14,14.29109
2018-02-15,15.10953
2018-02-16,15.87718
2018-02-19,.
2018-02-20,14.60570
2018-02-21,15.14643
2018-02-22,15.12482
2018-02-23,17.65142
2018-02-26,18.07920
2018-02-27,16.55556
2018-02-28,14.13973
2018-03-01,15.86548
2018-03-02,14.73842
2018-03-05,17.48449
2018-03-06,18.71678
2018-03-07,22.59683
2018-03-08,23.34359
2018-03-09,29.07388
2018-03-12,27.94578
2018-03-13,28.47163
2018-03-14,25.96194
2018-03-15,26.62526
2018-03-16,28.85809
2018-03-19,29.75518
2018-03-20,34.77244
2018-03-21,37.66124
2018-03-22,36.70213
2018-03-23,39.11205
2018-03-26,39.28116
2018-03-27,34.84285
2018-03-28,29.97776
2018-03-29,28.96620
2018-03-30,.
2018-04-02,25.47264
2018-04-03,24.35772
2018-04-04,23.87564
2018-04-05,22.90578
2018-04-06,18.71770
2018-04-09,19.48737
2018-04-10,22.66767
2018-04-11,25.77184
2018-04-12,26.09513
2018-04-13,.
2018-04-16,25.86469
2018-04-17,26.76325
2018-04-18,35.55159
2018-04-19,35.89335
2018-04-20,37.51007
2018-04-23,38.26176
2018-04-24,37.46445
2018-04-25,38.15522
2018-04-26,39.25654
2018-04-27,38.12614
2018-04-30,40.40549
2018-05-01,41.19622
2018-05-02,42.10086
2018-05-03,50.27442
2018-05-04,50.78953
2018-05-07,52.26001
2018-05-08,50.15271
2018-05-09,50.50761
2018-05-10,49.25748
2018-05-11,47.79427
2018-05-14,45.33361
2018-05-15,46.66941
2018-05-16,45.65661
2018-05-17,44.79335
2018-05-18,41.55405
2018-05-21,42.21610
2018-05-22,41.02113
2018-05-23,40.90998
2018-05-24,45.70723
2018-05-25,36.99072
2018-05-28,.
2018-05-29,34.59601
2018-05-30,41.31290
2018-05-31,38.61755
2018-06-01,38.02433
2018-06-04,36.62447
2018-06-05,36.11053
2018-06-06,41.37555
2018-06-07,44.39580
2018-06-08,43.53994
2018-06-11,43.38395
2018-06-12,43.02952
2018-06-13,48.76088
2018-06-14,50.46098
2018-06-15,45.33870
2018-06-18,48.98282
2018-06-19,50.18459
2018-06-20,55.17891
2018-06-21,54.43217
2018-06-22,61.03593
2018-06-25,61.67900
2018-06-26,70.01130
2018-06-27,73.02190
2018-06-28,63.65865
2018-06-29,61.08214
2018-07-02,.
2018-07-03,.
2018-07-04,.
2018-07-05,60.47891
2018-07-06,66.73446
2018-07-09,66.50901
2018-07-10,64.46960
2018-07-11,54.94723
2018-07-12,52.58359
2018-07-13,52.65420
2018-07-16,48.23990
2018-07-17,46.61638
2018-07-18,46.02972
2018-07-19,48.55553
2018-07-20,53.58235
2018-07-23,46.93789
2018-07-24,48.14737
2018-07-25,46.41828
2018-07-26,45.95311
2018-07-27,38.09332
2018-07-30,41.78451
2018-07-31,42.06139
2018-08-01,38.70968
2018-08-02,40.62819
2018-08-03,38.16825
2018-08-06,39.78124
2018-08-07,40.96189
2018-08-08,34.94656
2018-08-09,37.63906
2018-08-10,38.51670
2018-08-13,41.31120
2018-08-14,40.92916
2018-08-15,39.03846
2018-08-16,39.02698
2018-08-17,35.68636
2018-08-20,40.32496
2018-08-21,41.28017
2018-08-22,40.04128
2018-08-23,46.33785
2018-08-24,46.29591
2018-08-27,50.79741
2018-08-28,47.52475
2018-08-29,51.61010
2018-08-30,48.64579
2018-08-31,47.59087
2018-09-03,.
2018-09-04,43.57393
2018-09-05,39.81274
2018-09-06,38.10591
2018-09-07,42.76981
2018-09-10,40.55347
2018-09-11,43.72537
2018-09-12,42.73834
2018-09-13,37.58524
2018-09-14,38.23647
2018-09-17,38.05132
2018-09-18,41.03755
2018-09-19,41.34023
2018-09-20,39.91696
2018-09-21,40.67157
2018-09-24,41.23433
2018-09-25,42.27563
2018-09-26,38.51170
2018-09-27,39.82952
2018-09-28,41.59087
2018-10-01,48.98201
2018-10-02,49.00872
2018-10-03,52.80000
2018-10-04,46.56428
2018-10-05,50.50669
2018-10-08,49.79831
2018-10-09,47.16277
