Date,Volume
2011-05-10,324262.412311061
2011-05-13,375465.60888833
2011-05-16,704690.805980216
2011-05-19,751653.60848862
2011-05-22,782622.173646741
2011-05-25,862998.929753396
2011-05-28,994913.614130297
2011-05-31,987544.663270903
2011-06-03,1030419.56994624
2011-06-06,1145845.29750582
2011-06-09,1380148.61155596
2011-06-12,1749481.46371808
2011-06-15,2371697.65141837
2011-06-18,2587557.7423477
2011-06-21,3080899.5628096
2011-06-24,3356006.50952111
2011-06-27,3372020.96474713
2011-06-30,3510161.3203165
2011-07-03,3597872.94850318
2011-07-06,3553574.61095099
2011-07-09,3383633.50331332
2011-07-12,3047520.93101792
2011-07-15,2168160.28174655
2011-07-18,1937890.30013656
2011-07-21,1466366.34427758
2011-07-24,1174933.74985714
2011-07-27,1100705.43377972
2011-07-30,1023135.7103138
2011-08-02,953844.82061185
2011-08-05,949771.016856673
2011-08-08,974433.360301226
2011-08-11,986094.120710445
2011-08-28,1322864.56594016
2011-08-31,1297596.80449801
2011-09-03,1195384.22828043
2011-09-06,1175816.75947295
2011-09-09,1165513.46165422
2011-09-12,1272374.7232588
2011-09-15,1232316.40456276
2011-09-18,1165820.92606151
2011-09-21,1085425.34276856
2011-09-24,1039170.02337665
2011-09-27,656650.718123018
2011-09-30,649586.661931683
2011-10-03,633909.767410255
2011-10-06,615283.614320898
2011-10-09,597676.708962555
2011-10-12,415870.335998505
2011-10-15,398035.145370826
2011-10-18,391786.96827509
2011-10-21,382619.718791232
2011-10-24,357670.426331877
2011-10-27,359955.329402883
2011-10-30,369071.308446404
2011-11-02,370058.386318691
2011-11-05,375238.796261507
2011-11-07,342252.177433876
2011-11-10,371958.778800967
2011-11-13,371418.593699694
2011-11-16,499530.309841844
2011-11-19,1163544.35824984
2011-11-22,1930389.85042437
2011-11-25,2017081.84676378
2011-11-28,2304000.86767718
2011-12-01,3445651.69730334
2011-12-04,4565659.8623519
2011-12-07,5984239.12041162
2011-12-10,6398021.14654627
2011-12-13,6449259.90196698
2011-12-16,6336408.17957142
2011-12-19,5686274.89960883
2011-12-22,4966707.43720294
2011-12-25,4881999.80472482
2011-12-28,4596768.37745269
2011-12-31,3470411.25316367
2012-01-03,2386125.40800323
2012-01-06,1059589.17109612
2012-01-09,679822.174971074
2012-01-12,685029.018930807
2012-01-15,725600.266238874
2012-01-18,798533.617144816
2012-01-21,810427.686160916
2012-01-24,842392.496372004
2012-01-27,892231.736802949
2012-01-30,903527.81160549
2012-02-02,901634.76108951
2012-02-05,865818.805112893
2012-02-08,840667.907910303
2012-02-11,821129.386786455
2012-02-14,857513.33199712
2012-02-17,896998.854726812
2012-02-20,861156.220101964
2012-02-23,855111.014811816
2012-02-26,838010.99330965
2012-02-29,838798.697266682
2012-03-03,857591.200397153
2012-03-06,830861.931859123
2012-03-09,822577.234846474
2012-03-13,805979.823405484
2012-03-16,762059.181300179
2012-03-19,667387.89923164
2012-03-22,698911.967035723
2012-03-25,698704.5404202
2012-03-28,694286.460577673
2012-03-31,708932.251351648
2012-04-03,681726.851484603
2012-04-06,710146.317342797
2012-04-09,715571.220358906
2012-04-12,792858.915091939
2012-04-15,809726.856578899
2012-04-18,832545.733536882
2012-04-21,875095.234198278
2012-04-24,901869.180885533
2012-04-27,932381.666944761
2012-04-30,938325.27945539
2012-05-03,958734.486967674
2012-05-06,963080.503882004
2012-05-09,1008134.02838624
2012-05-12,1009955.68460575
2012-05-15,999326.662247677
2012-05-18,1031118.10399567
2012-05-21,1016066.16292893
2012-05-24,1057630.09288884
2012-05-27,1044023.36439373
2012-05-30,1076605.95016055
2012-06-02,1207311.92778446
2012-06-05,1244413.30421021
2012-06-08,1275026.57109981
2012-06-11,1279074.69903256
2012-06-14,1334302.95093083
2012-06-17,1378273.92469252
2012-06-20,1418902.31265306
2012-06-23,1464922.24147919
2012-06-26,1528861.35504362
2012-06-29,1604410.96562575
2012-07-02,1472847.66022423
2012-07-05,1538560.60198521
2012-07-08,1529538.48621569
2012-07-11,1554418.47698612
2012-07-14,1644255.56273846
2012-07-17,1686783.2768006
2012-07-20,1846797.53232689
2012-07-23,1906982.477561
2012-07-26,1995042.42477583
2012-07-29,2010434.57979632
2012-08-01,2244109.21143286
2012-08-04,2377060.4234297
2012-08-07,2468828.75040188
2012-08-10,2607359.26158781
2012-08-13,2592750.30126114
2012-08-16,2719024.72358549
2012-08-19,2850234.57070928
2012-08-22,3441857.16831219
2012-08-25,3588639.3492834
2012-08-28,3684388.5455956
2012-08-31,3669405.54733469
2012-09-03,3671522.79251582
2012-09-06,3755719.53959578
2012-09-09,3767487.2987918
2012-09-12,4100801.01243371
2012-09-15,4140221.31136563
2012-09-18,4078834.61415872
2012-09-21,3674711.4282732
2012-09-24,3711840.60955989
2012-09-27,3798621.38349481
2012-09-30,3905148.97109308
2012-10-03,3978192.45229524
2012-10-06,4096166.04376677
2012-10-09,4107997.55189651
2012-10-12,3863351.12616749
2012-10-15,3742138.20677268
2012-10-18,3713283.69768243
2012-10-21,3629416.67702918
2012-10-24,3575358.05941444
2012-10-27,3702669.57524181
